REF_DATE,GEO,Age group,Participation rate,Unemployment rate,Population_growth_rate,Labour_force_growth_rate,Full_vs_Part_time_ratio
1976-06,Newfoundland and Labrador,15 to 24 years,48.4,19.8,0.0,-3.9316239316239288,7.653846153846154
1976-06,Ontario,15 to 24 years,65.9,10.5,0.13855649326111052,0.4986096461789158,2.661592505854801
1976-06,Prince Edward Island,15 to 24 years,62.1,15.6,0.0,0.0,3.2142857142857144
1976-06,Quebec,15 to 24 years,59.9,14.9,0.04600874166091895,1.20419526090898,6.339955849889625
1976-06,Saskatchewan,15 to 24 years,67.5,6.9,0.28604118993134087,2.0689655172413834,3.7956521739130435
1976-06,Nova Scotia,15 to 24 years,59.3,17.1,0.1252348152786409,-1.043841336116913,3.3480662983425415
1976-07,Nova Scotia,15 to 24 years,58.8,18.3,0.0625390869293252,-0.8438818565400852,3.8980891719745223
1976-07,Quebec,15 to 24 years,60.8,16.0,0.05365218057791221,1.5609007164790079,6.203023758099352
1976-07,Prince Edward Island,15 to 24 years,63.0,18.2,0.0,1.4184397163120588,2.5454545454545454
1976-07,Ontario,15 to 24 years,65.8,11.9,0.13207547169811207,0.009541074324959098,2.8688181056160937
1976-07,Saskatchewan,15 to 24 years,67.6,8.1,0.3422703936109439,0.4222972972973027,3.22007722007722
1976-07,Newfoundland and Labrador,15 to 24 years,48.2,21.3,0.0,-0.3558718861209953,9.476190476190476
1976-07,Manitoba,15 to 24 years,68.0,9.8,0.0,-0.1536098310291889,4.060344827586207
1976-07,British Columbia,15 to 24 years,68.0,15.6,0.12760527435133895,3.0576118442227296,2.861428571428571
1976-07,Alberta,15 to 24 years,70.3,6.7,0.8959156785243838,-0.22230455724342457,3.7866666666666666
1976-07,New Brunswick,15 to 24 years,54.2,16.1,0.1436781609195359,-3.8167938931297662,4.427350427350428
1976-08,Saskatchewan,15 to 24 years,68.9,7.5,0.22740193291643784,2.186711522287643,3.8034188034188032
1976-08,Quebec,15 to 24 years,59.6,15.5,0.045962923241926745,-1.9904257999496133,6.429378531073446
1976-08,Prince Edward Island,15 to 24 years,62.1,14.9,0.0,-1.3986013986013957,2.5294117647058822
1976-08,Ontario,15 to 24 years,65.0,10.6,0.14446328748194404,-1.097118870444569,2.927149512918255
1976-08,Nova Scotia,15 to 24 years,58.7,17.7,0.06250000000000977,0.0,3.9870967741935486
1976-08,Newfoundland and Labrador,15 to 24 years,49.2,21.2,0.0,1.9642857142857073,8.375
1976-08,Manitoba,15 to 24 years,67.2,8.8,0.0,-1.1538461538461497,4.185840707964601
1976-08,British Columbia,15 to 24 years,68.8,13.4,0.14868309260833712,1.2492192379762734,2.9327731092436973
1976-08,Alberta,15 to 24 years,70.5,7.7,0.8879603029511518,1.076865948756045,3.9546351084812623
1976-08,New Brunswick,15 to 24 years,54.9,14.5,0.0717360114777632,1.3227513227513255,4.248
1976-09,Prince Edward Island,15 to 24 years,63.9,13.1,0.0,2.8368794326241176,3.2
1976-09,Saskatchewan,15 to 24 years,67.7,6.1,0.22688598979012653,-1.56378600823045,4.0358744394618835
1976-09,Quebec,15 to 24 years,59.5,15.2,0.022970903522212538,-0.1413881748071999,6.587557603686636
1976-09,Nova Scotia,15 to 24 years,59.2,17.4,0.06246096189881367,0.8510638297872353,3.7454545454545456
1976-09,Ontario,15 to 24 years,64.1,10.0,0.10035122930256435,-1.3600848847303948,3.038157894736842
1976-09,New Brunswick,15 to 24 years,56.8,17.2,0.0,3.5248041775456818,4.5210084033613445
1976-09,Newfoundland and Labrador,15 to 24 years,49.4,21.1,0.0,0.3502626970227629,8.224489795918368
1976-09,Manitoba,15 to 24 years,67.2,8.9,0.05232862375719183,0.0,3.7560975609756095
1976-09,British Columbia,15 to 24 years,67.4,14.4,0.08483563096499669,-1.8507094386181366,3.3653846153846154
1976-09,Alberta,15 to 24 years,73.1,6.5,0.724825265337814,4.518736223365183,3.9534450651769086
1976-10,Saskatchewan,15 to 24 years,65.0,6.4,0.1697792869269854,-3.8461538461538436,3.9357798165137616
1976-10,Quebec,15 to 24 years,59.8,15.9,0.015310418739944431,0.5019951087656072,5.94291754756871
1976-10,Prince Edward Island,15 to 24 years,63.0,11.9,0.0,-1.379310344827589,2.8484848484848486
1976-10,Ontario,15 to 24 years,64.8,11.1,0.0877192982456032,1.2125953451985083,2.97279792746114
1976-10,Nova Scotia,15 to 24 years,59.4,17.0,0.0,0.42194092827003704,3.8466257668711656
1976-10,Newfoundland and Labrador,15 to 24 years,49.4,21.6,-0.08613264427217437,0.0,7.823529411764706
1976-10,New Brunswick,15 to 24 years,55.7,17.5,0.07168458781361409,-2.0176544766708715,4.17741935483871
1976-10,Manitoba,15 to 24 years,66.9,7.5,0.0,-0.3891050583657574,3.6070038910505837
1976-10,British Columbia,15 to 24 years,67.8,13.7,0.08476372112735664,0.6913890634820952,3.183055975794251
1976-10,Alberta,15 to 24 years,71.2,7.5,0.6939090208172738,-1.898066783831287,4.193158953722334
1976-11,Saskatchewan,15 to 24 years,66.4,5.6,0.16949152542373724,2.4347826086956514,3.8347826086956522
1976-11,Quebec,15 to 24 years,60.2,16.1,0.007654037504778444,0.7300204918032849,5.564179104477612
1976-11,Prince Edward Island,15 to 24 years,65.2,10.1,0.0,3.4965034965035002,2.6216216216216215
1976-11,Ontario,15 to 24 years,65.1,11.4,0.08764241893075564,0.5120772946859864,2.9562043795620436
1976-11,Nova Scotia,15 to 24 years,59.2,17.3,0.0,-0.31512605042016695,3.9683544303797467
1976-11,Newfoundland and Labrador,15 to 24 years,48.9,23.1,-0.08620689655172153,-1.0471204188481686,8.666666666666666
1976-11,New Brunswick,15 to 24 years,57.0,18.5,0.0,2.445302445302455,3.909090909090909
1976-11,Manitoba,15 to 24 years,67.6,8.3,0.052301255230124966,1.0937500000000044,3.5478927203065136
1976-11,British Columbia,15 to 24 years,67.0,12.7,0.1058649163667269,-1.1548064918851408,3.119225037257824
1976-11,Alberta,15 to 24 years,71.8,7.4,0.6636038795303723,1.3973486205661079,3.8537037037037036
1976-12,Saskatchewan,15 to 24 years,66.7,5.8,0.16920473773265332,0.5093378607809784,3.495967741935484
1976-12,Quebec,15 to 24 years,60.5,16.4,0.0,0.4322949777495255,6.104413347685684
1976-12,Prince Edward Island,15 to 24 years,62.6,9.9,0.0,-4.054054054054057,2.878787878787879
1976-12,Ontario,15 to 24 years,66.1,11.5,0.08756567425569628,1.605306161684128,3.1013157894736842
1976-12,Nova Scotia,15 to 24 years,60.6,16.7,-0.06242197253433224,2.212855637513167,4.315789473684211
1976-12,Newfoundland and Labrador,15 to 24 years,50.2,23.0,0.0,2.645502645502651,8.354166666666666
1976-12,New Brunswick,15 to 24 years,56.7,18.2,0.0,-0.6281407035175879,3.9015151515151514
1976-12,Manitoba,15 to 24 years,67.4,8.3,0.0,-0.3863987635239541,3.477272727272727
1976-12,British Columbia,15 to 24 years,67.4,14.2,0.06345177664974777,0.7578149668455936,3.4885245901639346
1976-12,Alberta,15 to 24 years,72.0,7.7,0.583164300202843,0.9893992932862083,3.969868173258004
1977-01,Quebec,15 to 24 years,59.8,15.4,0.01530690341344787,-1.0381060893783989,5.96522655426765
1977-01,Prince Edward Island,15 to 24 years,63.0,10.5,0.0,0.7042253521126751,3.413793103448276
1977-01,Ontario,15 to 24 years,67.0,11.8,0.1062367204099468,1.5042573320719121,2.8519121236777867
1977-01,Nova Scotia,15 to 24 years,60.0,14.7,0.0,-0.9278350515463885,4.734265734265734
1977-01,Saskatchewan,15 to 24 years,66.2,5.9,0.22522522522523403,-0.5067567567567544,4.388349514563107
1977-01,New Brunswick,15 to 24 years,57.6,20.3,0.07163323782235498,1.643489254108732,4.211382113821138
1977-01,Manitoba,15 to 24 years,67.1,8.5,0.0522739153162588,-0.38789759503491394,3.5366795366795367
1977-01,British Columbia,15 to 24 years,67.7,14.3,0.08454872120058354,0.40739580068944736,3.0923994038748135
1977-01,Alberta,15 to 24 years,73.0,8.5,0.5797832114948331,1.924422673198034,3.918819188191882
1977-01,Newfoundland and Labrador,15 to 24 years,50.3,23.5,-0.08628127696289623,0.0,9.595238095238095
1977-02,Saskatchewan,15 to 24 years,66.7,6.7,0.16853932584268705,1.018675721561979,4.068493150684931
1977-02,Quebec,15 to 24 years,60.4,16.5,0.007652280379555343,1.0362031469873356,5.655903128153381
1977-02,Prince Edward Island,15 to 24 years,64.3,13.0,0.0,2.0979020979021046,3.0
1977-02,Ontario,15 to 24 years,67.0,12.5,0.09988139084837755,0.07456426507597147,2.8722702925422334
1977-02,Nova Scotia,15 to 24 years,60.1,16.7,0.0,0.10405827263266776,3.5454545454545454
1977-02,Newfoundland and Labrador,15 to 24 years,50.6,22.9,0.0,0.6872852233676952,9.738095238095237
1977-02,New Brunswick,15 to 24 years,57.4,20.7,0.0,-0.24875621890547706,4.738738738738738
1977-02,Manitoba,15 to 24 years,67.6,8.0,0.0,0.7788161993769416,3.2163120567375887
1977-02,British Columbia,15 to 24 years,67.5,14.4,0.08447729672651505,-0.15605493133582504,3.2187981510015407
1977-02,Alberta,15 to 24 years,72.5,8.1,0.5513784461152804,-0.1716443529007905,3.640625
1977-03,Quebec,15 to 24 years,60.2,16.2,0.0,-0.37984299822739764,5.15981308411215
1977-03,Prince Edward Island,15 to 24 years,63.9,12.4,0.0,-0.6849315068493178,2.878787878787879
1977-03,Ontario,15 to 24 years,66.1,11.8,0.09978172747115988,-1.2014529198099977,3.0094258783204797
1977-03,Nova Scotia,15 to 24 years,60.6,16.1,0.0,0.9355509355509328,3.3351063829787235
1977-03,Saskatchewan,15 to 24 years,68.2,7.4,0.11217049915872579,2.268907563025202,3.4196078431372547
1977-03,New Brunswick,15 to 24 years,57.4,20.9,0.07158196134573469,0.12468827930174342,5.35
1977-03,Manitoba,15 to 24 years,67.9,8.9,-0.052246603970740324,0.3091190108191588,3.1473684210526316
1977-03,British Columbia,15 to 24 years,67.2,13.5,0.084405992825487,-0.37511722413253734,3.1694402420574885
1977-03,Alberta,15 to 24 years,70.9,8.7,0.3738783649052779,-1.8225584594222854,4.44258872651357
1977-03,Newfoundland and Labrador,15 to 24 years,51.6,22.9,0.0,2.0477815699658786,7.232142857142857
1977-04,Quebec,15 to 24 years,60.1,16.6,0.02295508455123496,-0.11438739196746317,5.391812865497076
1977-04,Prince Edward Island,15 to 24 years,64.9,12.8,0.4405286343612369,2.0689655172413834,2.909090909090909
1977-04,Ontario,15 to 24 years,66.7,12.7,0.11214254563578496,1.112368024132726,2.9686440677966104
1977-04,Nova Scotia,15 to 24 years,60.5,16.7,0.06246096189881367,-0.1029866117404743,3.0603015075376883
1977-04,Saskatchewan,15 to 24 years,68.2,8.0,0.1680672268907557,0.24650780608053147,3.7948717948717947
1977-04,New Brunswick,15 to 24 years,57.9,19.8,0.0,0.7471980074719831,4.586206896551724
1977-04,Manitoba,15 to 24 years,68.9,9.4,0.0522739153162588,1.5408320493066174,3.0750853242320817
1977-04,British Columbia,15 to 24 years,67.8,14.1,0.08433480919249892,1.0354565422026951,3.049780380673499
1977-04,Alberta,15 to 24 years,72.1,7.1,0.4718152470821968,2.2066549912434397,4.12476370510397
1977-04,Newfoundland and Labrador,15 to 24 years,51.8,24.4,-0.08635578583765513,0.16722408026756952,7.711538461538462
1977-05,Saskatchewan,15 to 24 years,66.5,8.1,0.22371364653244186,-2.2950819672131195,3.703862660944206
1977-05,Quebec,15 to 24 years,60.4,16.6,0.0,0.4835220766000736,5.240758293838862
1977-05,Prince Edward Island,15 to 24 years,62.9,13.2,0.43859649122806044,-2.7027027027026973,3.4642857142857144
1977-05,Ontario,15 to 24 years,66.5,12.3,0.13068641483602317,-0.27037106097334007,2.9010806317539486
1977-05,Nova Scotia,15 to 24 years,60.5,17.1,0.0,0.0,2.9950248756218905
1977-05,Newfoundland and Labrador,15 to 24 years,51.5,22.7,0.08643042350906516,-0.5008347245408995,6.683333333333334
1977-05,Manitoba,15 to 24 years,66.9,8.7,0.052246603970740324,-2.73141122913505,3.624505928853755
1977-05,British Columbia,15 to 24 years,67.8,13.1,0.10532968190435366,0.031055900621113075,3.114705882352941
1977-05,Alberta,15 to 24 years,71.5,8.3,0.5437469105289194,-0.3769705277587354,4.016949152542373
1977-05,New Brunswick,15 to 24 years,56.0,20.1,0.07153075822603494,-3.213844252163167,4.387931034482759
1977-06,Ontario,15 to 24 years,66.2,11.7,0.10565568676197401,-0.3178461250817999,2.9430247172182655
1977-06,Saskatchewan,15 to 24 years,67.3,7.5,0.055803571428580945,1.1744966442952975,3.868995633187773
1977-06,Quebec,15 to 24 years,59.9,17.1,-0.015299877600982725,-0.7977713055590696,5.464676616915423
1977-06,Nova Scotia,15 to 24 years,60.4,17.6,0.0,-0.20618556701030855,3.11340206185567
1977-06,Prince Edward Island,15 to 24 years,61.1,12.9,0.0,-2.777777777777779,3.066666666666667
1977-06,New Brunswick,15 to 24 years,54.3,20.1,0.0,-2.937420178799488,4.232758620689655
1977-06,Alberta,15 to 24 years,71.3,7.6,0.4916420845624492,0.2751977984176035,3.742957746478873
1977-06,British Columbia,15 to 24 years,67.9,14.2,0.10521885521885821,0.2173238124805854,2.9402560455192033
1977-06,Newfoundland and Labrador,15 to 24 years,51.6,25.0,-0.08635578583765513,0.1677852348993314,7.0
1977-06,Manitoba,15 to 24 years,68.6,9.1,0.0,2.4180967238689455,3.4185185185185185
1977-07,Alberta,15 to 24 years,71.3,8.2,0.6360078277886538,0.6518010291595155,3.691637630662021
1977-07,British Columbia,15 to 24 years,69.3,14.5,0.2522598276224475,2.323420074349447,3.028530670470756
1977-07,Manitoba,15 to 24 years,68.3,9.3,0.05221932114882755,-0.38080731150038627,3.4419475655430714
1977-07,New Brunswick,15 to 24 years,56.9,20.9,0.0,4.73684210526315,4.575221238938053
1977-07,Newfoundland and Labrador,15 to 24 years,52.4,24.9,0.08643042350906516,1.675041876046901,6.015384615384615
1977-07,Nova Scotia,15 to 24 years,59.7,17.0,0.12484394506866447,-1.0330578512396715,3.140625
1977-07,Ontario,15 to 24 years,66.8,12.6,0.2980070776680943,1.191034418081216,2.910825383658233
1977-07,Prince Edward Island,15 to 24 years,61.6,14.2,0.0,0.7142857142857117,4.041666666666667
1977-07,Quebec,15 to 24 years,60.5,18.9,0.0612088752869111,1.0722491702833903,5.519796954314721
1977-07,Saskatchewan,15 to 24 years,67.3,9.3,0.2230897936419396,0.3316749585406287,4.0091324200913245
1977-08,Saskatchewan,15 to 24 years,67.5,8.0,0.11129660545352582,0.4132231404958775,3.7016806722689077
1977-08,Quebec,15 to 24 years,61.0,18.4,-0.061171432940820836,0.6946198534983683,5.3463414634146345
1977-08,Prince Edward Island,15 to 24 years,63.5,14.4,0.4366812227074135,3.546099290780136,4.04
1977-08,Nova Scotia,15 to 24 years,60.0,16.9,0.06234413965087171,0.5219206680584509,2.902439024390244
1977-08,Ontario,15 to 24 years,67.2,13.2,0.14856081708449764,0.6950880444856367,2.7943661971830984
1977-08,New Brunswick,15 to 24 years,56.3,21.7,0.0,-1.005025125628145,4.517857142857143
1977-08,Manitoba,15 to 24 years,68.8,8.1,-0.052192066805845094,0.6880733944954143,3.5660377358490565
1977-08,British Columbia,15 to 24 years,67.8,14.2,0.20968756552737222,-1.9679079624583706,2.950213371266003
1977-08,Alberta,15 to 24 years,71.2,7.5,0.7049100631988381,0.5453306066802943,3.5424292845257903
1977-08,Newfoundland and Labrador,15 to 24 years,53.0,25.1,-0.08635578583765513,0.9884678747940745,6.285714285714286
1977-09,Saskatchewan,15 to 24 years,67.2,7.4,0.11117287381878782,-0.4115226337448541,3.4444444444444446
1977-09,Quebec,15 to 24 years,61.2,18.9,-0.04590665646518888,0.25084660729963737,5.367387033398821
1977-09,Prince Edward Island,15 to 24 years,60.0,13.0,0.0,-5.47945205479452,4.260869565217392
1977-09,Ontario,15 to 24 years,66.8,13.1,0.1050744792632452,-0.46019328117808955,2.7610088070456364
1977-09,Nova Scotia,15 to 24 years,59.0,18.3,0.06230529595014911,-1.6614745586708168,2.9641025641025642
1977-09,Newfoundland and Labrador,15 to 24 years,52.9,25.5,0.0,-0.16313213703099683,7.444444444444445
1977-09,Manitoba,15 to 24 years,66.9,9.2,0.05221932114882755,-2.733485193621865,3.56078431372549
1977-09,British Columbia,15 to 24 years,68.1,15.1,0.18832391713747842,0.7411982705373577,2.835180055401662
1977-09,Alberta,15 to 24 years,72.2,7.8,0.5310161718561357,1.898305084745755,3.4725806451612904
1977-09,New Brunswick,15 to 24 years,55.3,22.5,0.0,-1.7766497461928932,5.0
1977-10,Ontario,15 to 24 years,67.3,12.1,0.092615460607548,0.8044382801664307,2.812574612017509
1977-10,Quebec,15 to 24 years,61.0,19.5,-0.038273116962650455,-0.362817465282117,5.35183349851338
1977-10,Prince Edward Island,15 to 24 years,60.9,13.6,0.0,1.449275362318847,3.84
1977-10,Nova Scotia,15 to 24 years,59.2,17.6,0.062266500622665255,0.42238648363253084,2.876237623762376
1977-10,Saskatchewan,15 to 24 years,67.5,8.3,0.1110494169905607,0.5785123966942196,3.442231075697211
1977-10,New Brunswick,15 to 24 years,56.0,22.3,0.0,1.2919896640826822,4.536363636363636
1977-10,Manitoba,15 to 24 years,67.5,9.8,0.0,1.014832162373147,3.471264367816092
1977-10,British Columbia,15 to 24 years,67.4,15.7,0.14619883040936088,-0.8890251379521819,2.743131868131868
1977-10,Alberta,15 to 24 years,72.0,8.5,0.4801920768307433,0.29940119760478723,3.7568965517241377
1977-10,Newfoundland and Labrador,15 to 24 years,52.6,26.6,0.0,-0.4901960784313708,7.764705882352941
1977-11,Saskatchewan,15 to 24 years,67.0,9.7,0.05546311702717688,-0.6573541495480728,3.316205533596838
1977-11,Quebec,15 to 24 years,60.4,18.3,-0.045945325063179165,-0.9542943244600699,5.34679802955665
1977-11,Prince Edward Island,15 to 24 years,62.8,16.6,0.43478260869564966,3.571428571428581,4.217391304347826
1977-11,Ontario,15 to 24 years,67.1,12.7,0.08636111282462888,-0.10089891762978809,2.8218737434660235
1977-11,Nova Scotia,15 to 24 years,59.3,17.0,0.0,0.2103049421661396,2.9748743718592965
1977-11,British Columbia,15 to 24 years,68.6,15.0,0.2085505735140769,1.8867924528301883,2.884882108183079
1977-11,New Brunswick,15 to 24 years,55.8,22.3,0.0,-0.5102040816326481,4.410714285714286
1977-11,Manitoba,15 to 24 years,68.2,11.2,0.052192066805845094,1.0819165378670892,3.7044534412955468
1977-11,Newfoundland and Labrador,15 to 24 years,54.0,24.0,0.0,2.6272577996715896,6.916666666666667
1977-11,Alberta,15 to 24 years,71.9,7.9,0.4778972520907976,0.3316749585406287,3.920494699646643
1977-12,Quebec,15 to 24 years,60.0,17.5,-0.02298322224776328,-0.8113590263691739,5.076271186440678
1977-12,Prince Edward Island,15 to 24 years,61.6,16.8,0.43290043290042934,-1.379310344827589,3.76
1977-12,Ontario,15 to 24 years,67.1,12.9,0.0801232665639473,0.07345514645120677,2.859292395282635
1977-12,Nova Scotia,15 to 24 years,59.2,16.5,0.062227753578092404,-0.10493179433368471,2.9113300492610836
1977-12,Saskatchewan,15 to 24 years,66.5,9.3,0.05543237250553723,-0.6617038875103343,3.237354085603113
1977-12,New Brunswick,15 to 24 years,56.0,21.8,0.0,0.38461538461538325,4.275862068965517
1977-12,Manitoba,15 to 24 years,68.5,11.0,0.052164840897228615,0.3822629969419067,3.3745318352059925
1977-12,British Columbia,15 to 24 years,67.7,13.7,0.14568158168575263,-1.0625379477838481,2.858710562414266
1977-12,Alberta,15 to 24 years,72.2,8.5,0.38049940546966976,0.7933884297520732,3.6716917922948076
1977-12,Newfoundland and Labrador,15 to 24 years,54.2,25.4,-0.08643042350907626,0.16000000000000458,7.648148148148148
1978-01,Quebec,15 to 24 years,59.5,18.4,0.0,-0.7796523517382359,5.267062314540059
1978-01,Prince Edward Island,15 to 24 years,61.6,16.8,0.0,0.0,3.576923076923077
1978-01,Ontario,15 to 24 years,66.8,12.6,0.1046926961448369,-0.3303055326176696,2.90744549568079
1978-01,Newfoundland and Labrador,15 to 24 years,53.3,21.4,0.0,-1.5974440894568676,9.27659574468085
1978-01,Saskatchewan,15 to 24 years,66.2,9.4,0.11080332409971749,-0.33305578684429404,3.388663967611336
1978-01,Nova Scotia,15 to 24 years,59.7,15.8,0.062189054726369264,0.9453781512605008,2.9414634146341463
1978-01,Manitoba,15 to 24 years,68.6,11.2,0.0,0.15232292460014563,3.220216606498195
1978-01,British Columbia,15 to 24 years,68.0,13.8,0.14546965918535992,0.5830009205277653,2.967696629213483
1978-01,Alberta,15 to 24 years,71.3,7.8,0.45013030087657224,-0.7871433256805505,3.8929824561403508
1978-01,New Brunswick,15 to 24 years,55.9,19.2,0.07147962830593713,-0.12771392081737387,4.439655172413793
1978-02,Saskatchewan,15 to 24 years,66.7,8.5,0.11068068622024363,0.7518796992481258,3.3254901960784315
1978-02,Quebec,15 to 24 years,60.4,18.0,0.022988505747134624,1.610202241401515,5.7698744769874475
1978-02,Prince Edward Island,15 to 24 years,61.2,15.5,0.0,-0.6993006993006978,4.217391304347826
1978-02,Ontario,15 to 24 years,67.0,12.2,0.10458320516764097,0.32219460554174795,2.858927851672713
1978-02,Nova Scotia,15 to 24 years,60.7,16.6,0.06215040397763438,1.6649323621227952,2.862559241706161
1978-02,Newfoundland and Labrador,15 to 24 years,53.2,23.1,-0.08650519031141446,-0.32467532467532756,7.722222222222222
1978-02,Manitoba,15 to 24 years,69.2,10.9,0.0,0.9885931558935468,3.286231884057971
1978-02,British Columbia,15 to 24 years,68.2,13.8,0.08300477277443097,0.36607687614398365,2.9539748953974896
1978-02,Alberta,15 to 24 years,71.9,8.2,0.4009433962264053,1.1900826446280988,3.708542713567839
1978-02,New Brunswick,15 to 24 years,56.6,20.1,0.0,1.406649616368294,3.953125
1978-03,Nova Scotia,15 to 24 years,60.1,18.1,0.06211180124222615,-0.92118730808598,3.223404255319149
1978-03,Quebec,15 to 24 years,61.2,18.1,0.01532214816517552,1.2423935091277816,5.530469530469531
1978-03,Prince Edward Island,15 to 24 years,61.4,16.1,0.4310344827586299,0.7042253521126751,4.409090909090909
1978-03,Ontario,15 to 24 years,67.6,12.8,0.07989183874139716,0.9451275463387754,2.7817178881008666
